time,star1_x,star1_y,star1_z,star2_x,star2_y,star2_z
18000.0,51067001900.85127,101662962979.87306,0.0,73075585857.39323,27000727482.728935,0.0
36000.0,52157970296.10252,103244980376.64389,0.0,71107946430.24365,24147446106.410126,0.0
54000.0,53267053952.724884,104751732686.74185,0.0,69107634835.26405,21429910689.98345,0.0
72000.0,54389515027.43942,106188470044.94688,0.0,67083196111.225334,18838652240.36366,0.0
90000.0,55521504327.27643,107560010588.85548,0.0,65041572552.59073,16364980902.242785,0.0
108000.0,56659883915.22295,108870757638.77487,0.0,62988423652.90147,14000954972.923885,0.0
126000.0,57802087206.952805,110124726537.47644,0.0,60928378430.31727,11739332494.908575,0.0
144000.0,58946008489.511475,111325575627.84105,0.0,58865234688.55966,9573515385.500975,0.0
162000.0,60089915436.7914,112476638124.59032,0.0,56802116801.50123,7497491953.863906,0.0
180000.0,61232379584.4975,113580953048.97586,0.0,54741601106.5313,5505781108.097107,0.0
198000.0,62372220847.74535,114641294261.11955,0.0,52685815971.0307,3593379993.337941,0.0
216000.0,63508463046.89259,115660197147.48245,0.0,50636522004.71157,1755715859.0048654,0.0
234000.0,64640298092.67175,116639982829.84393,0.0,48595176654.288445,-11397603.825655937,0.0
252000.0,65767057010.23242,117582779938.5826,0.0,46562986463.68795,-1711799532.0864563,0.0
270000.0,66888186387.893036,118490544088.07686,0.0,44540949550.40721,-3349017015.995752,0.0
288000.0,68003229148.364456,119365075237.69208,0.0,42529890285.985535,-4926296410.837484,0.0
306000.0,69111808780.06543,120208033138.073,0.0,40530487735.953415,-6446631195.453075,0.0
324000.0,70213616350.99323,121020951061.73335,0.0,38543299081.244354,-7912786736.340521,0.0
342000.0,71308399770.50395,121805248006.89252,0.0,36568778985.341095,-9327322298.145428,0.0
360000.0,72395954875.21883,122562239548.83087,0.0,34607295671.48035,-10692610614.855686,0.0
378000.0,73476118001.62987,123293147496.52956,0.0,32659144318.489,-12010855306.240799,0.0
396000.0,74548759775.52924,123999108495.66333,0.0,30724558261.991924,-13284106393.964212,0.0
414000.0,75613779901.45682,124681181703.04398,0.0,28803718392.015385,-14514274142.990019,0.0
432000.0,76671102777.23634,125340355642.83034,0.0,26896761062.484463,-15703141427.247578,0.0
450000.0,77720673791.85783,125977554341.43092,0.0,25003784768.256416,-16852374794.36647,0.0
468000.0,78762456191.38081,126593642826.06293,0.0,23124855797.688175,-17963534382.720634,0.0
486000.0,79796428418.64908,127189432061.34924,0.0,21260013030.650764,-19038082824.933437,0.0
504000.0,80822581849.55904,127765683389.03212,0.0,19409272021.331013,-20077393255.21864,0.0
522000.0,81840918862.28674,128323112527.74373,0.0,17572628480.518566,-21082756523.25208,0.0
540000.0,82851451186.9355,128862393182.67145,0.0,15750061252.134186,-22055387704.461002,0.0
558000.0,83854198492.04898,129384160308.77228,0.0,13941534862.554527,-22996431985.464294,0.0
576000.0,84849187171.75928,129889013065.81053,0.0,12147001708.077007,-23906969993.693977,0.0
594000.0,85836449303.33563,130377517498.81465,0.0,10366403935.055374,-24788022631.79069,0.0
