time,star1_x,star1_y,star1_z,star2_x,star2_y,star2_z
14354.64656876506,99794860472.29909,99964851056.51454,0.0,150583366747.58304,700316238686.673,0.0
28709.29313753012,99589755617.06314,99930070635.41649,0.0,151166674495.89188,700631893752.7651,0.0
43063.939706295176,99384685851.45627,99895658183.38089,0.0,151749922589.46097,700946966067.8651,0.0
57418.58627506024,99179651590.76247,99861613147.74016,0.0,152333110375.77924,701261456500.5286,0.0
71773.2328438253,98974653248.3932,99827934976.4862,0.0,152916237205.2782,701575365918.2749,0.0
86127.87941259037,98769691235.89488,99794623118.27232,0.0,153499302431.32013,701888695187.5841,0.0
100482.52598135543,98564765962.95631,99761677022.41527,0.0,154082305410.18634,702201445173.8937,0.0
114837.1725501205,98359877837.41621,99729096138.89705,0.0,154665245501.06552,702513616741.5956,0.0
129191.81911888556,98155027265.27061,99696879918.36699,0.0,155248122066.04193,702825210754.0333,0.0
143546.4656876506,97950214650.68027,99665027812.1435,0.0,155830934470.08395,703136228073.4989,0.0
157901.11225641565,97745440395.978,99633539272.21593,0.0,156413682081.0323,703446669561.2299,0.0
172255.7588251807,97540704901.67609,99602413751.24646,0.0,156996364269.58853,703756536077.4065,0.0
186610.40539394575,97336008566.47362,99571650702.57184,0.0,157578980409.30362,704065828481.1493,0.0
200965.0519627108,97131351787.26376,99541249580.20512,0.0,158161529876.56638,704374547630.5156,0.0
215319.69853147585,96926734959.14104,99511209838.83745,0.0,158744012050.59198,704682694382.4977,0.0
229674.3451002409,96722158475.4086,99481530933.8397,0.0,159326426313.41074,704990269593.0189,0.0
244028.99166900595,96517622727.58546,99452212321.26428,0.0,159908772049.85645,705297274116.9326,0.0
258383.638237771,96313128105.41373,99423253457.8466,0.0,160491048647.55533,705603708808.018,0.0
272738.28480653604,96108674996.8657,99394653801.00685,0.0,161073255496.9147,705909574518.9786,0.0
287092.9313753011,95904263788.15111,99366412808.8515,0.0,161655391991.1115,706214872101.4395,0.0
301447.57794406614,95699894863.72424,99338529940.17491,0.0,162237457526.08145,706519602405.9447,0.0
