time,star1_x,star1_y,star1_z,star2_x,star2_y,star2_z
44124.954437339584,700390653270.2091,199569882532.90137,0.0,199888384779.9403,100122890704.88533,0.0
88249.90887467917,700780693203.1738,199139643198.8331,0.0,199776944799.0932,100245816228.90485,0.0
132374.86331201874,701170120569.9702,198709282949.17642,0.0,199665679837.15143,100368776300.23535,0.0
176499.81774935834,701558936141.2341,198278802731.6238,0.0,199554589673.93317,100491770648.10757,0.0
220624.77218669793,701947140687.1548,197848203490.19272,0.0,199443674089.38464,100614799002.80222,0.0
264749.7266240375,702334734977.4675,197417486165.23917,0.0,199332932863.58112,100737861095.6461,0.0
308874.68106137705,702721719781.4482,196986651693.47144,0.0,199222365776.72955,100860956659.00835,0.0
352999.6354987166,703108095867.9062,196555701007.96356,0.0,199111972609.17017,100984085426.29634,0.0
397124.5899360562,703493864005.178,196124635038.1689,0.0,199001753141.37823,101107247131.95195,0.0
441249.54437339574,703879024961.1211,195693454709.93372,0.0,198891707153.966,101230441511.44774,0.0
485374.4988107353,704263579503.1075,195262160945.5104,0.0,198781834427.68414,101353668301.283,0.0
529499.4532480749,704647528398.0182,194830754663.5711,0.0,198672134743.42413,101476927238.97998,0.0
573624.4076854144,705030872412.2358,194399236779.22098,0.0,198562607882.2193,101600218063.08005,0.0
617749.362122754,705413612311.6398,193967608204.01163,0.0,198453253625.2469,101723540513.13991,0.0
661874.3165600935,705795748861.5995,193535869845.95422,0.0,198344071753.82977,101846894329.72774,0.0
705999.2709974331,706177282826.9691,193104022609.533,0.0,198235062049.43842,101970279254.41954,0.0
750124.2254347727,706558214972.0813,192672067395.71823,0.0,198126224293.69208,102093695029.79523,0.0
794249.1798721122,706938546060.7412,192240005101.97952,0.0,198017558268.36078,102217141399.43486,0.0
838374.1343094518,707318276856.2213,191807836622.29892,0.0,197909063755.36664,102340618107.91504,0.0
882499.0887467914,707697408121.255,191375562847.18402,0.0,197800740536.7857,102464124900.80504,0.0
926624.0431841309,708075940618.0316,190943184663.68103,0.0,197692588394.84955,102587661524.66309,0.0
970748.9976214705,708453875108.1908,190510702955.3876,0.0,197584607111.9469,102711227727.03264,0.0
1014873.95205881,708831212352.8169,190078118602.46613,0.0,197476796470.6253,102834823256.43878,0.0
1058998.9064961497,709207953112.4332,189645432481.6564,0.0,197369156253.5921,102958447862.3844,0.0
1103123.8609334894,709584098146.9974,189212645466.28867,0.0,197261686243.7168,103082101295.34665,0.0
1147248.815370829,709959648215.8951,188779758426.2963,0.0,197154386224.03174,103205783306.77306,0.0
1191373.7698081688,710334604077.9359,188346772228.22876,0.0,197047255977.73438,103329493649.07808,0.0
1235498.7242455084,710708966491.3473,187913687735.26437,0.0,196940295288.18835,103453232075.63936,0.0
1279623.678682848,711082736213.7698,187480505807.22293,0.0,196833503938.92487,103576998340.7941,0.0
1323748.6331201878,711455914002.252,187047227300.5785,0.0,196726881713.64447,103700792199.83542,0.0
1367873.5875575275,711828500613.245,186613853068.47192,0.0,196620428396.21796,103824613409.00873,0.0
1411998.5419948671,712200496802.5984,186180383960.72372,0.0,196514143770.68848,103948461725.50829,0.0
1456123.4964322068,712571903325.5548,185746820823.84622,0.0,196408027621.27252,104072336907.4733,0.0
1500248.4508695465,712942720936.7448,185313164501.05652,0.0,196302079732.3612,104196238713.98465,0.0
1544373.4053068862,713312950390.1825,184879415832.28873,0.0,196196299888.52197,104320166905.06119,0.0
1588498.3597442259,713682592439.2609,184445575654.20642,0.0,196090687874.4997,104444121241.65616,0.0
1632623.3141815655,714051647836.7468,184011644800.21515,0.0,195985243475.21814,104568101485.6537,0.0
1676748.2686189052,714420117334.7766,183577624100.4747,0.0,195879966475.78125,104692107399.86525,0.0
1720873.223056245,714788001684.8512,183143514381.91156,0.0,195774856661.47418,104816138748.02618,0.0
1764998.1774935846,715155301637.8323,182709316468.231,0.0,195669913817.76544,104940195294.79207,0.0
1809123.1319309243,715522017943.9369,182275031179.9295,0.0,195565137730.30707,105064276805.73535,0.0
1853248.086368264,715888151352.7339,181840659334.30698,0.0,195460528184.93665,105188383047.34184,0.0
1897373.0408056036,716253702613.1389,181406201745.4787,0.0,195356084967.67816,105312513787.00711,0.0
1941497.9952429433,716618672473.4105,180971659224.38766,0.0,195251807864.74353,105436668793.03314,0.0
1985622.949680283,716983061681.1458,180537032578.81665,0.0,195147696662.53363,105560847834.6249,0.0
2029747.9041176226,717346870983.2758,180102322613.40015,0.0,195043751147.63947,105685050681.88678,0.0
2073872.8585549623,717710101126.0619,179667530129.63647,0.0,194939971106.84344,105809277105.81929,0.0
2117997.812992302,718072752855.0918,179232655925.89963,0.0,194836356327.12073,105933526878.31552,0.0
2162122.7674296414,718434826915.2749,178797700797.45145,0.0,194732906595.64008,106057799772.15791,0.0
2206247.721866981,718796324050.8384,178362665536.45312,0.0,194629621699.76495,106182095561.01459,0.0
2250372.676304321,719157245005.3235,177927550931.97748,0.0,194526501427.055,106306414019.43623,0.0
2294497.6307416605,719517590521.5819,177492357770.02042,0.0,194423545565.26703,106430754922.85257,0.0
2338622.585179,719877361341.7711,177057086833.51288,0.0,194320753902.35583,106555118047.56903,0.0
2382747.53961634,720236558207.3512,176621738902.33258,0.0,194218126226.47583,106679503170.76344,0.0
2426872.4940536795,720595181859.081,176186314753.31552,0.0,194115662325.9817,106803910070.48259,0.0
2470997.448491019,720953233037.014,175750815160.26788,0.0,194013361989.42944,106928338525.63904,0.0
2515122.402928359,721310712480.4951,175315240893.97754,0.0,193911225005.5777,107052788316.00772,0.0
2559247.3573656986,721667620928.1569,174879592722.22552,0.0,193809251163.38873,107177259222.22261,0.0
2603372.311803038,722023959117.9158,174443871409.79764,0.0,193707440252.02917,107301751025.77344,0.0
2647497.266240378,722379727786.9686,174008077718.49603,0.0,193605792060.87122,107426263509.00247,0.0
2691622.2206777176,722734927671.7898,173572212407.1505,0.0,193504306379.4939,107550796455.10117,0.0
2735747.1751150573,723089559508.1265,173136276231.63007,0.0,193402982997.68335,107675349648.10701,0.0
2779872.129552397,723443624030.9967,172700269944.8542,0.0,193301821705.4348,107799922872.90015,0.0
2823997.0839897366,723797121974.6849,172264194296.8042,0.0,193200822292.9525,107924515915.2002,0.0
2868122.0384270763,724150054072.7393,171828050034.53455,0.0,193099984550.65143,108049128561.56299,0.0
2912246.992864416,724502421057.9677,171391837902.1841,0.0,192999308269.15765,108173760599.37744,0.0
2956371.9473017557,724854223662.4355,170955558640.98737,0.0,192898793239.30975,108298411816.86224,0.0
3000496.9017390953,725205462617.4619,170519212989.2856,0.0,192798439252.1595,108423082003.06274,0.0
3044621.856176435,725556138653.6165,170082801682.53812,0.0,192698246098.97253,108547770947.84775,0.0
3088746.8106137747,725906252500.7164,169646325453.33316,0.0,192598213571.2298,108672478441.90634,0.0
3132871.7650511144,726255804887.8235,169209785031.39908,0.0,192498341460.62793,108797204276.74466,0.0
3176996.719488454,726604796543.241,168773181143.61542,0.0,192398629559.08026,108921948244.68286,0.0
3221121.6739257937,726953228194.5105,168336514514.02386,0.0,192299077658.71777,109046710138.8519,0.0
3265246.6283631334,727301100568.4092,167899785863.8391,0.0,192199685551.8897,109171489753.19043,0.0
3309371.582800473,727648414390.947,167462995911.45984,0.0,192100453031.1646,109296286882.44167,0.0
3353496.5372378128,727995170387.3638,167026145372.4796,0.0,192001379889.3313,109421101322.15034,0.0
3397621.4916751524,728341369282.1262,166589234959.69763,0.0,191902465919.39923,109545932868.65948,0.0
3441746.446112492,728687011798.9253,166152265383.1296,0.0,191803710914.59955,109670781319.10748,0.0
