time,star1_x,star1_y,star1_z,star2_x,star2_y,star2_z,star1_vx,star1_vy,star1_vz,star2_vx,star2_vy,star2_vz,star1_mass,star2_mass,separation,force,star1_accel,star2_accel,specific_angular_momentum,orbital_period,mean_motion,semimajor_axis,eccentricity,inclination,true_anomaly,mean_anomaly,time_of_pericenter_passage,radial_distance_from_reference
4800.0,49262718434.88585,10220703379.632774,0.0,76424896335.34914,29697102060.001995,0.0,-150873.70008544263,48007.83662186775,0.0,291935.7384837961,-66761.31879188864,0.0,2.0088899999999998e+31,1.11384e+31,33423255584.294956,1.3368198178802135e+31,0.6654519749116247,1.2001901690370373,1.1741713381839326e+16,-532731.7425149606,-1.1794276191460726e-05,-24652506697.805653,1.9192034684399681,3.141592653589793,1.0353691056914691,0.7038108206548168,-54873.930746542035,33423255584.294956
9600.0,48551211903.23213,10459929612.755915,0.0,77803305556.77853,29360796830.673145,0.0,-145629.38634054255,51579.200238332225,0.0,282477.24405102996,-73202.52817158349,0.0,2.0088899999999998e+31,1.11384e+31,34827112494.50904,1.2312193652467996e+31,0.6128854069893322,1.1053826090343315,1.1741713381839326e+16,-587946.2899782965,-1.0686665456144853e-05,-26327753622.609776,1.8741930758678647,3.141592653589793,1.0702624398618035,0.6933902177246853,-55283.68336878967,34827112494.50904
14400.0,47864273769.55567,10715062684.282587,0.0,79137403917.5704,28995802482.080788,0.0,-140636.45858412405,54649.4267055861,0.0,273472.1422046323,-78739.90090716637,0.0,2.0088899999999998e+31,1.11384e+31,36224220030.38121,1.1380786831917928e+31,0.5665211550616475,1.0217613689504712,1.174171338183933e+16,-647756.2084352112,-9.69992294224075e-06,-28084266902.723522,1.831788927938564,3.141592653589793,1.102898661626341,0.6807923040489303,-55785.33117250334,36224220030.38121
19200.0,47200707696.46102,10983883597.974346,0.0,80429349097.67007,28606121132.440685,0.0,-135889.78090747827,57293.91658027365,0.0,264911.1699663962,-83509.4272882993,0.0,2.0088899999999998e+31,1.11384e+31,37612310020.674065,1.055626686744455e+31,0.5254775954604061,0.9477363775268037,1.1741713381839328e+16,-712476.5705766722,-8.818795686283455e-06,-29925110349.249386,1.79180219495515,3.141592653589793,1.133531640596125,0.6664490140494213,-56371.431492170756,37612310020.674065
24000.0,46559352262.11793,11264504208.092747,0.0,81681235804.30711,28195158187.459675,0.0,-131380.28844007626,59575.51445530839,0.0,256777.9781948318,-87624.45202720122,0.0,2.0088899999999998e+31,1.11384e+31,38989662062.14351,9.823617251354805e+30,0.48900722545061237,0.8819594601877115,1.1741713381839328e+16,-782463.4898739662,-8.030004451954223e-06,-31854057316.4178,1.7540505236084263,3.141592653589793,1.162380298373117,0.650714760264469,-57035.41712310107,38989662062.14351
28800.0,45939095420.233246,11555312294.030304,0.0,82895069692.40309,27765821402.16197,0.0,-127096.70350932553,61546.67633695164,0.0,249052.22680187068,-91179.58327802208,0.0,2.0088899999999998e+31,1.11384e+31,40354982839.17488,9.170141586536268e+30,0.4564780344636227,0.8232907407290337,1.174171338183933e+16,-858117.927342947,-7.3220534229306575e-06,-33875575788.312805,1.7183617109323335,3.141592653589793,1.1896338426317428,0.6338810929910137,-57771.49250043336,40354982839.17488
33600.0,45338882212.12164,11854926201.503254,0.0,84072753455.3012,27320602688.73793,0.0,-123026.66835169203,63251.291917137554,0.0,241711.6276782817,-94253.97923514311,0.0,2.0088899999999998e+31,1.11384e+31,41707312676.44818,8.585111883030064e+30,0.4273559967459674,0.7707670655596912,1.1741713381839328e+16,-939890.3549318735,-6.6850194538223696e-06,-35994833106.80571,1.6845754589090876,3.141592653589793,1.2154562654841374,0.6161885809147716,-58574.53818514272,41707312676.44818
38400.0,44757718054.56501,12162157463.551542,0.0,85216080894.87694,26861645532.240513,0.0,-119157.48148439015,64726.19392342817,0.0,234733.27279261223,-96914.07035363153,0.0,2.0088899999999998e+31,1.11384e+31,43045953040.90574,8.059455839461935e+30,0.4011895046250385,0.7235739279844444,1.1741713381839328e+16,-1028286.3723190773,-6.1103457911332835e-06,-38217718373.42845,1.6525439433580866,3.141592653589793,1.239990161969386,0.5978363867069278,-59440.0252853852,43045953040.90574
43200.0,44194669178.09592,12475980000.848946,0.0,86326736131.06267,26390800540.025944,0.0,-115476.56621589574,66002.39757331456,0.0,228094.47918336338,-99215.79479360522,0.0,2.0088899999999998e+31,1.11384e+31,44370410144.22534,7.585487355278233e+30,0.3775959537494952,0.681021273726768,1.1741713381839328e+16,-1123873.405883017,-5.590652180476631e-06,-40550881439.41755,1.6221316718680616,3.141592653589793,1.263359948523349,0.578989967070517,-60363.9400162353,44370410144.22534
48000.0,43648861277.4419,12795504711.523483,0.0,87406296035.86761,25909671270.827614,0.0,-111971.75903562752,67106.11377989975,0.0,221773.30909037963,-101206.4258090535,0.0,2.0088899999999998e+31,1.11384e+31,45680350931.04095,7.156678566654494e+30,0.3562503953255029,0.6425230344263534,1.1741713381839328e+16,-1227288.655960446,-5.119566026023861e-06,-43001788183.004005,1.5932149350111657,3.141592653589793,1.2856745657793134,0.5597872635727166,-61342.717864599676,45680350931.04095
52800.0,43119477086.162796,13119958461.926193,0.0,88456234607.69283,25419652126.40526,0.0,-108631.47761455383,68059.57586463608,0.0,215748.87295594314,-102926.06278331007,0.0,2.0088899999999998e+31,1.11384e+31,46975568616.10124,6.767469134395462e+30,0.3368760427099275,0.6075800056018336,1.1741713381839328e+16,-1339248.5029158264,-4.691575382387784e-06,-45578792493.22516,1.5656810436039512,3.141592653589793,1.3070297451700181,0.5403436864390514,-62373.186488169,46975568616.10124
57600.0,42605753349.67282,13448666667.757656,0.0,89477928430.7019,24921959767.727474,0.0,-105444.80900179647,68881.71406504385,0.0,210001.48849364862,-104408.84775190268,0.0,2.0088899999999998e+31,1.11384e+31,48255955605.33911,6.413107716380781e+30,0.31923638010945254,0.5757656141259769,1.1741713381839328e+16,-1460559.6362878918,-4.301902607105256e-06,-48291226072.91835,1.5394274723241588,3.141592653589793,1.3275099100307912,0.5207561357391981,-63452.51636312934,48255955605.33911
62400.0,42106977509.35675,13781038805.957619,0.0,90472662655.25449,24417659245.31365,0.0,-102401.54554974321,69588.70650923498,0.0,204512.7454819097,-105683.95912446169,0.0,2.0088899999999998e+31,1.11384e+31,49521482146.670845,6.089520634111271e+30,0.30312862496758264,0.5467141271736758,1.1741713381839326e+16,-1592132.23734471,-3.946396637039656e-06,-51149507880.12197,1.51436098314436,3.141592653589793,1.3471897720917125,0.501106255432517,-64578.178201676186,49521482146.670845
67200.0,41622484301.03069,14116556322.809793,0.0,91441637132.82509,23907685807.83065,0.0,-99492.1872106896,70194.43019581327,0.0,199265.50990611658,-106776.42505918324,0.0,2.0088899999999998e+31,1.11384e+31,50772179443.767555,5.793203208290115e+30,0.28837831878749537,0.5201108963845898,1.1741713381839326e+16,-1734995.6276618796,-3.621441580026892e-06,-54165275788.929886,1.4903967719332052,3.141592653589793,1.366135674787123,0.48146307558780777,-65747.90622695407,50772179443.767555
72000.0,41151652396.9697,14454762505.77832,0.0,92385972472.3462,23392863168.959232,0.0,-96707.92279364943,70710.83109127334,0.0,194243.89015395482,-107707.79095992373,0.0,2.0088899999999998e+31,1.11384e+31,52008126259.7614,5.521129838330731e+30,0.2748348510038246,0.49568428484618365,1.174171338183933e+16,-1890316.8999560382,-3.3238793491851606e-06,-57351543913.95085,1.4674576623738131,3.141592653589793,1.3844067263095772,0.46188516580089267,-66959.66648552462,52008126259.76139
76800.0,40693901170.83069,14795253969.181519,0.0,93306715874.90088,22873918863.589565,0.0,-94040.59864467534,71148.22876359487,0.0,189433.18052812657,-108496.66890464649,0.0,2.0088899999999998e+31,1.11384e+31,53229438260.806076,5.27067950859023e+30,0.2623677507773064,0.473198979080499,1.1741713381839326e+16,-2059423.1791417697,-3.0509442502235016e-06,-60722890059.9517,1.4454733592411293,3.141592653589793,1.402055757985945,0.44242239716788223,-68211.62947683231,53229438260.806076
81600.0,40248687631.35373,15137673470.315119,0.0,94204846664.0115,22351497204.456142,0.0,-91482.68040202078,71515.56794900955,0.0,184819.79226905317,-109159.1913640551,0.0,2.0088899999999998e+31,1.11384e+31,54436259519.044044,5.039573962160555e+30,0.250863609364403,0.45245043831794113,1.1741713381839328e+16,-2243828.330525343,-2.8002076726201765e-06,-64295678994.35111,1.424379765572188,3.141592653589793,1.41913013734532,0.4231173899096996,-69502.14647536672,54436259519.04405
86400.0,39815503548.49214,15481703826.068144,0.0,95081281468.8694,21826170253.95554,0.0,-89027.21156070879,71820.62700620576,0.0,180391.17882311548,-109709.38716364112,0.0,2.0088899999999998e+31,1.11384e+31,55628755723.98729,4.825826269606873e+30,0.240223519934236,0.4332602770242471,1.1741713381839328e+16,-2445265.1505031916,-2.5695312861620013e-06,-68088328776.243324,1.4041183637268169,3.141592653589793,1.4356724600784094,0.4040067078046752,-70829.72900949686,55628755723.98729
