time,star1_x,star1_y,star1_z,star2_x,star2_y,star2_z,star1_vx,star1_vy,star1_vz,star2_vx,star2_vy,star2_vz,star1_mass,star2_mass,separation,force,star1_accel,star2_accel,specific_angular_momentum,orbital_period,mean_motion,semimajor_axis,eccentricity,inclination,true_anomaly,mean_anomaly,time_of_pericenter_passage,radial_distance_from_reference
46000.0,51289979713.35956,101995367041.14177,0.0,72673429445.54794,26401213015.083588,0.0,28440.65235117563,42082.6258095469,0.0,-51294.74799051319,-75899.02154936138,0.0,2.0088899999999998e+31,1.11384e+31,78560346520.13977,2.4197115322866718e+30,0.12045017558386333,0.21724049524946779,8550384760379030.0,2206361.1783782733,2.8477591831985885e-06,63577938299.319756,0.6695178899827204,3.141592653589793,2.543982413032838,1.3038028420173964,-411834.65459778515,78560346520.13977
92000.0,52612883056.98607,103875109394.67278,0.0,70287478772.22156,23010963413.17945,0.0,29042.057660248433,39681.67584096077,0.0,-52379.425422948065,-71568.73678458996,0.0,2.0088899999999998e+31,1.11384e+31,82773192755.94775,2.1796710729091547e+30,0.10850126552022037,0.19568978245611174,8550384760379029.0,2358934.1049760585,2.663569657976248e-06,66476157566.41786,0.6872475170553918,3.141592653589793,2.5651821062092885,1.2935186954178315,-393633.5149877902,82773192755.94775
138000.0,53959028341.67561,105649262454.38753,0.0,67859609598.04933,19811151644.765354,0.0,29459.070103393078,37488.2053159369,0.0,-53131.53715076252,-67612.65601624333,0.0,2.0088899999999998e+31,1.11384e+31,86956353572.52524,1.9750028907199254e+30,0.09831314261706343,0.1773147750772037,8550384760379031.0,2511616.2189054918,2.5016502361645294e-06,69314520229.94499,0.702792700876888,3.141592653589793,2.584674377636537,1.2862869689658316,-376175.3832613851,86956353572.52524
184000.0,55320931332.397865,107326880811.71593,0.0,65403320275.49671,16785447107.44093,0.0,29733.180186031375,35481.075707491196,0.0,-53625.9142640923,-63992.65440101091,0.0,2.0088899999999998e+31,1.11384e+31,91101074549.2365,1.7993820177162022e+30,0.08957095797759969,0.16154762063817088,8550384760379031.0,2663915.443092528,2.35862790745545e-06,72088998590.17935,0.7165159438337467,3.141592653589793,2.6026352888832402,1.2815185385623042,-359332.22061501024,91101074549.2365
230000.0,56692778288.09208,108916073350.184,0.0,62929096301.83392,13919224850.560986,0.0,29896.00545743851,33640.437576597906,0.0,-53919.5812714516,-60672.93205779264,0.0,2.0088899999999998e+31,1.11384e+31,95201328179.96211,1.647723593546087e+30,0.08202159369333747,0.14793180291119795,8550384760379030.0,2815452.1993652713,2.231678914170909e-06,74797567526.28685,0.7287084675779679,3.141592653589793,2.619229368669842,1.2787592526810254,-343003.2418915859,95201328179.96211
276000.0,58070031816.72492,110424076098.94052,0.0,60445121187.69255,11199434178.696552,0.0,29971.777121528572,31948.235870104334,0.0,-54056.24087989975,-57620.925408581024,0.0,2.0088899999999998e+31,1.11384e+31,99253063497.91286,1.5159418216456013e+30,0.07546166398586292,0.13610050111735988,8550384760379031.0,2965934.0554223745,2.1184507779910186e-06,77439587232.3843,0.7396055958398823,3.141592653589793,2.634605243814855,1.2776545163625332,-327107.9549434545,99253063497.91286
322000.0,59449135628.01908,111857338797.7085,0.0,57957808956.60844,8614442525.561466,0.0,29979.183298904973,30388.34112473623,0.0,-54069.59844981076,-54807.54381425641,0.0,2.0088899999999998e+31,1.11384e+31,103253666694.70955,1.400746058225126e+30,0.06972736477483217,0.12575828289746518,8550384760379031.0,3115136.4027796313,2.0169856130772025e-06,80015369343.46828,0.7493987409305822,3.141592653589793,2.6488948112785984,1.2779242292088515,-311581.2317764595,103253666694.70955
368000.0,60827292462.89339,113221612619.46388,0.0,55472204665.13871,6153877239.895487,0.0,29932.731440911935,28946.49106125879,0.0,-53985.81920593046,-52207.0642354846,0.0,2.0088899999999998e+31,1.11384e+31,107201571465.3052,1.299475427801508e+30,0.06468624104861431,0.1166662561769651,8550384760379030.0,3262887.6755326805,1.925651733063054e-06,82525871246.2033,0.7582446782715789,3.141592653589793,2.662214042650568,1.279344765901154,-296369.7528141048,107201571465.3052
414000.0,62202296129.70165,114522032906.70073,0.0,52992287337.50237,3808476364.7004857,0.0,29843.75666766749,27610.144458667146,0.0,-53825.346847043154,-49796.86768438181,0.0,2.0088899999999998e+31,1.11384e+31,111095975913.31143,1.2099675368790102e+30,0.06023065159759919,0.10863028234566996,8550384760379031.0,3409057.986557063,1.84308548929237e-06,84972480172.23898,0.7662727128198047,3.141592653589793,2.6746644592829405,1.28173583296463,-281429.39837084676,111095975913.31143
460000.0,63572403652.25269,115763194284.488,0.0,50521200555.75853,1569953165.4769845,0.0,29721.17092168029,26368.30235658005,0.0,-53604.25469803052,-47557.116750260444,0.0,2.0088899999999998e+31,1.11384e+31,114936635671.7062,1.1304553506082654e+30,0.05627263566488287,0.10149171789559232,8550384760379029.0,3553550.342164431,1.7681430406731097e-06,87356860416.1338,0.7735902276021447,3.141592653589793,2.686334800545577,1.284950755392389,-266723.30565700424,114936635671.7062
506000.0,64936237292.05643,116949217382.26447,0.0,48061429169.68394,-569124207.2984071,0.0,29572.0225319024,25211.325324702877,0.0,-53335.25492360968,-45470.426032053394,0.0,2.0088899999999998e+31,1.11384e+31,118723711865.52444,1.0594865374256118e+30,0.05273989802456142,0.09512017322286971,8550384760379031.0,3696293.8104990767,1.6998608956172845e-06,89680845141.39415,0.7802869967952386,3.141592653589793,2.6973026569519654,1.288869210362158,-252220.40126061067,118723711865.52444
552000.0,66292708949.02858,118083807348.8896,0.0,45614935645.50202,-2615438254.247303,0.0,29401.916757370855,24130.760916239848,0.0,-53028.45700882957,-43521.55093821829,0.0,2.0088899999999998e+31,1.11384e+31,122457658796.65672,9.958604176672065e+29,0.049572670363594154,0.08940785190576803,8550384760379030.0,3837238.178123337,1.6374238490070685e-06,91946359835.23631,0.7864385558371038,3.141592653589793,2.707635968042199,1.2933917298677446,-237894.2785351855,122457658796.65672
598000.0,67640961433.552086,119170304792.03662,0.0,43183265985.914986,-4575013999.923189,0.0,29215.333946977076,23119.187417291494,0.0,-52691.941582940795,-41697.10587761501,0.0,2.0088899999999998e+31,1.11384e+31,126139140592.9703,9.385785821772851e+29,0.046721253138662905,0.0842651172679456,8550384760379030.0,3976349.7467673947,1.5801389986601535e-06,94155368333.55583,0.7921088501786915,3.141592653589793,2.717394349953235,1.2984354976496304,-223722.328700584,126139140592.9703
644000.0,68980322543.79158,120211729945.31677,0.0,40767632554.947334,-6453298651.374889,0.0,29015.87188118513,22170.075728414944,0.0,-52332.1974999946,-39985.31515303409,0.0,2.0088899999999998e+31,1.11384e+31,129768969117.45639,8.868060879413695e+29,0.04414408394393768,0.07961700854174474,8550384760379030.0,4113608.008896935,1.5274146913342928e-06,96309835010.0378,0.7973523300195503,3.141592653589793,2.7266302496169246,1.3039311039396058,-209685.0609971151,129768969117.45639
690000.0,70310268928.49023,121210820894.81644,0.0,38368979253.97296,-8255230542.43678,0.0,28806.43162136069,21277.669026737167,0.0,-51954.45703138267,-38375.79592322238,0.0,2.0088899999999998e+31,1.11384e+31,133348057581.74702,8.398408351913754e+29,0.04180621314215191,0.07540049155995254,8550384760379031.0,4249003.00478968,1.478743437012607e-06,98411698582.3812,0.8022156174300957,3.141592653589793,2.735389937264312,1.3098200165710772,-195765.56540274958,133348057581.74702
736000.0,71630397478.26704,122170066653.63052,0.0,35988033119.55408,-9985298786.012194,0.0,28589.36099145929,20436.878826216758,0.0,-51562.9546453105,-36859.370740140934,0.0,2.0088899999999998e+31,1.11384e+31,136877385829.67154,7.970892843939315e+29,0.03967809508703471,0.07156227863911617,8550384760379029.0,4382533.211290901,1.4336880074272927e-06,100462854289.33798,0.8067388415793642,3.141592653589793,2.743714354717868,1.3160525932351703,-181949.08405266237,136877385829.67154
782000.0,72940402547.38383,123091735798.43309,0.0,33625345405.611294,-11647594922.17397,0.0,28366.566073286365,19643.19565245278,0.0,-51161.12809646291,-35427.90644460233,0.0,2.0088899999999998e+31,1.11384e+31,140357974340.96136,7.580471015224025e+29,0.03773462466946436,0.06805709092171251,8550384760379029.0,4514203.847785236,1.3918700880692948e-06,102465142108.03261,0.810956714837539,3.141592653589793,2.751639838252073,1.3225865063689373,-168222.66640095506,140357974340.96136
828000.0,74240057719.93877,123977901297.60278,0.0,31281324469.396164,-13245857697.46216,0.0,28139.598391792082,18892.612479201955,0.0,-50751.77567091072,-34074.17607856066,0.0,2.0088899999999998e+31,1.11384e+31,143790864783.63965,7.222836496639644e+29,0.03595436532930944,0.06484626604036167,8550384760379030.0,4644025.511408592,1.3529609800256712e-06,104420339329.86525,0.8148994053420792,3.141592653589793,2.7591987339478923,1.3293854854713762,-154574.88951836037,143790864783.63965
