time,star1_x,star1_y,star1_z,star2_x,star2_y,star2_z,star1_vx,star1_vy,star1_vz,star2_vx,star2_vy,star2_vz,star1_mass,star2_mass,separation,force,star1_accel,star2_accel,specific_angular_momentum,orbital_period,mean_motion,semimajor_axis,eccentricity,inclination,true_anomaly,mean_anomaly,time_of_pericenter_passage,radial_distance_from_reference
15359.963559157586,-99885629927.11275,700535463137.0896,0.0,149793725404.2569,69034253984.89221,0.0,7450.54864173482,34849.437941497614,0.0,-13437.59665741459,-62853.450573058195,0.0,2.0088899999999998e+31,1.11384e+31,679068153898.6906,3.2384981049642498e+28,0.0016120833420268158,0.002907507456155507,3.7585283231686616e+16,-54946412.34058666,-1.1435114759145895e-07,-542185954607.95807,1.5000494453793225,3.141592653589793,1.5720286454027113,0.7164636137497533,-6250109.41598266,679068153898.6906
30719.927118315172,-99771120011.73904,701070572578.9568,0.0,149587198592.6007,68069145884.381836,0.0,7459.621490358191,34826.44845218776,0.0,-13453.96018796746,-62811.987386981506,0.0,2.0088899999999998e+31,1.11384e+31,680345777714.9431,3.226346350804108e+28,0.0016060343527042836,0.0028965976718416542,3.7585283231686616e+16,-54946412.34058664,-1.1435114759145899e-07,-542185954607.95795,1.5000494453793225,3.141592653589793,1.5732782279606186,0.7182200432097066,-6250109.415982664,680345777714.9431
46079.89067747276,-99656471219.03186,701605329478.9524,0.0,149380421305.75385,67104673618.31836,0.0,7468.63175408204,34803.53388920983,0.0,-13470.210842183686,-62770.65933589632,0.0,2.0088899999999998e+31,1.11384e+31,681623397578.1467,3.214262901017492e+28,0.0016000193644338378,0.002885749210853886,3.758528323168662e+16,-54946412.34058666,-1.1435114759145895e-07,-542185954607.95807,1.5000494453793225,3.141592653589793,1.574523126130705,0.7199764726696589,-6250109.415982662,681623397578.1467
61439.854236630345,-99541684506.46567,702139734985.4636,0.0,149173395270.58978,66140835115.503296,0.0,7477.579930484459,34780.693930069916,0.0,-13486.349517480903,-62729.46583816184,0.0,2.0088899999999998e+31,1.11384e+31,682901011526.7855,3.2022472629745073e+28,0.0015940381319905557,0.002874961630911538,3.758528323168662e+16,-54946412.34058662,-1.1435114759145903e-07,-542185954607.9578,1.5000494453793232,3.141592653589793,1.575763366222617,0.7217329021296113,-6250109.415982661,682901011526.7855
76799.81779578794,-99426760823.90756,702673790241.9346,0.0,148966122200.26184,65177628313.65393,0.0,7486.4665125315205,34757.92825357631,0.0,-13502.377102958644,-62688.40631448587,0.0,2.0088899999999998e+31,1.11384e+31,684178617621.4127,3.1902989481984413e+28,0.0015880904122169165,0.0028642344934626533,3.758528323168662e+16,-54946412.34058662,-1.1435114759145903e-07,-542185954607.9578,1.5000494453793232,3.141592653589793,1.5769989743563606,0.7234893315895645,-6250109.415982665,684178617621.4127
92159.78135494553,-99311701113.68796,703207496386.8854,0.0,148758603794.33002,64215051159.36755,0.0,7495.291988625325,34735.2365398414,0.0,-13518.29447948497,-62647.480187928224,0.0,2.0088899999999998e+31,1.11384e+31,685456213944.4061,3.1784174723280898e+28,0.001582175964004047,0.0028535673636501564,3.758528323168662e+16,-54946412.3405866,-1.1435114759145907e-07,-542185954607.9577,1.500049445379323,3.141592653589793,1.5782299764639056,0.7252457610495178,-6250109.415982667,685456213944.4061
107519.74491410312,-99196506310.67,703740854553.9331,0.0,148550841738.88696,63253101608.085205,0.0,7504.056842651482,34712.61847028324,0.0,-13534.102519782147,-62606.68688390369,0.0,2.0088899999999998e+31,1.11384e+31,686733798599.7266,3.1666023550804143e+28,0.0015762945482731333,0.0028429598102783296,3.758528323168663e+16,-54946412.34058664,-1.1435114759145899e-07,-542185954607.95795,1.5000494453793227,3.141592653589793,1.5794563982907697,0.7270021905094701,-6250109.415982664,686733798599.7266
122879.70847326072,-99081177342.3189,704273865871.8109,0.0,148342837706.6823,62291777624.05505,0.0,7512.761554026087,34690.073727627154,0.0,-13549.802088511346,-62566.025830184684,0.0,2.0088899999999998e+31,1.11384e+31,688011369712.6798,3.1548531202135082e+28,0.0015704459279569855,0.002832411405779563,3.758528323168663e+16,-54946412.34058658,-1.143511475914591e-07,-542185954607.9576,1.5000494453793234,3.141592653589793,1.5806782653975837,0.7287586199694234,-6250109.4159826655,688011369712.6798
138239.6720324183,-98965715128.76999,704806531464.3895,0.0,148134593357.24588,61331077180.29724,0.0,7521.406597742164,34667.60199590683,0.0,-13565.394042356413,-62525.496456903384,0.0,2.0088899999999998e+31,1.11384e+31,689288925429.6802,3.1431692954898987e+28,0.0015646298679817705,0.0028219217261814078,3.758528323168663e+16,-54946412.3405866,-1.1435114759145907e-07,-542185954607.9577,1.5000494453793234,3.141592653589793,1.581895603161648,0.7305150494293766,-6250109.415982669,689288925429.6802
153599.6355915759,-98850120582.89647,705338852450.6959,0.0,147926110337.00967,60370998258.566284,0.0,7529.9924444155795,34645.20296046547,0.0,-13580.87923010668,-62485.098196553794,0.0,2.0088899999999998e+31,1.11384e+31,690566463918.0178,3.131550412640153e+28,0.0015588461352488954,0.0028114903510739007,3.758528323168664e+16,-54946412.34058652,-1.1435114759145924e-07,-542185954607.95715,1.500049445379324,3.141592653589793,1.5831084367784776,0.7322714788893299,-6250109.415982667,690566463918.0178
168959.5991507335,-98734394610.37614,705870829944.934,0.0,147717390279.42834,59411538849.31555,0.0,7538.519560330456,34622.876307956605,0.0,-13596.25849273887,-62444.83048399315,0.0,2.0088899999999998e+31,1.11384e+31,691843983365.6284,3.1199960073268106e+28,0.0015530944986170527,0.0028011168635771844,3.758528323168665e+16,-54946412.34058652,-1.1435114759145924e-07,-542185954607.95715,1.500049445379324,3.141592653589793,1.5843167912633227,0.7340279083492831,-6250109.41598267,691843983365.6284
184319.5627098911,-98618538109.75775,706402465056.5049,0.0,147508434805.09875,58452696951.66113,0.0,7546.988407484081,34600.62172634476,0.0,-13611.532663498088,-62404.69275644324,0.0,2.0088899999999998e+31,1.11384e+31,693121481980.8656,3.1085056191086253e+28,0.0015473747288844216,0.002790800850309403,3.758528323168665e+16,-54946412.34058652,-1.1435114759145924e-07,-542185954607.95715,1.5000494453793243,3.141592653589793,1.585520691452686,0.7357843378092355,-6250109.415982673,693121481980.8656
199679.52626904869,-98502551972.5264,706933758890.0269,0.0,147299245521.87793,57494470573.34473,0.0,7555.399443631295,34578.43890490603,0.0,-13626.702567977887,-62364.68445349125,0.0,2.0088899999999998e+31,1.11384e+31,694398957992.276,3.0970787914051246e+28,0.0015416865987710252,0.002780541901354885,3.758528323168666e+16,-54946412.34058648,-1.143511475914593e-07,-542185954607.9569,1.5000494453793245,3.141592653589793,1.5867201620058209,0.7375407672691887,-6250109.415982674,694398957992.276
215039.48982820628,-98386437083.1684,707464712545.3557,0.0,147089824025.00006,56536857730.69824,0.0,7563.753122328405,34556.32753422829,0.0,-13641.769024199459,-62324.80501709033,0.0,2.0088899999999998e+31,1.11384e+31,695676409648.3778,3.0857150714614704e+28,0.0015360298829012393,0.0027703396102325925,3.758528323168666e+16,-54946412.34058642,-1.1435114759145945e-07,-542185954607.9565,1.5000494453793254,3.141592653589793,1.587915227406218,0.739297196729142,-6250109.415982669,695676409648.3777
230399.45338736387,-98270194319.23538,707995327117.6046,0.0,146880171897.19232,55579856448.60681,0.0,7572.049892976593,34534.2873062114,0.0,-13656.732842689937,-62285.05389155987,0.0,2.0088899999999998e+31,1.11384e+31,696953835217.4401,3.074414010313648e+28,0.0015304043577864634,0.002760193573864871,3.758528323168667e+16,-54946412.34058631,-1.1435114759145966e-07,-542185954607.9558,1.5000494453793254,3.141592653589793,1.589105911963073,0.7410536261890961,-6250109.415982673,696953835217.4401
245759.41694652147,-98153824551.40787,708525603697.1643,0.0,146670290708.78912,54623464760.47241,0.0,7580.290200864847,34512.317914067185,0.0,-13671.594826559824,-62245.43052358548,0.0,2.0088899999999998e+31,1.11384e+31,698231232987.2668,3.0631751627539396e+28,0.0015248098018079336,0.0027501033925464518,3.758528323168667e+16,-54946412.34058636,-1.1435114759145958e-07,-542185954607.95605,1.5000494453793254,3.141592653589793,1.5902922398127544,0.7428100556490485,-6250109.415982676,698231232987.2668
261119.38050567906,-98037328643.55806,709055543369.7236,0.0,146460182017.8457,53667680708.1781,0.0,7588.474487212413,34490.41905231924,0.0,-13686.355771579541,-62205.934362218635,0.0,2.0088899999999998e+31,1.11384e+31,699508601264.9823,3.051998087296724e+28,0.0015192459951996994,0.0027400686699137434,3.758528323168667e+16,-54946412.3405863,-1.143511475914597e-07,-542185954607.9557,1.5000494453793256,3.141592653589793,1.5914742349202395,0.7445664851090026,-6250109.415982675,699508601264.9823
276479.3440648366,-97920707452.81203,709585147216.289,0.0,146249847370.25018,52712502342.051025,0.0,7596.603189210768,34468.59041680257,0.0,-13701.016466255143,-62166.56485887608,0.0,2.0088899999999998e+31,1.11384e+31,700785938376.819,3.0408823461445665e+28,0.0015137127200317423,0.0027300890129143924,3.758528323168667e+16,-54946412.34058636,-1.1435114759145958e-07,-542185954607.95605,1.5000494453793254,3.141592653589793,1.5926519210805532,0.746322914568954,-6250109.415982677,700785938376.819
